"","word1","word2","n"
"30793","trifling","pretext",1
"30794","trifling","request",1
"30795","trifling","size",1
"30796","trifling","sum",1
"30797","trifling","weight",1
"30798","trimmings","plain",1
"30799","trio","confined",1
"30800","tripping","lightly",1
"30801","triumph","fanny",1
"30802","triumphant","day",1
"30803","triumphant","delight",1
"30804","triumphant","happiness",1
"30805","triumphant","sensation",1
"30806","triumphantly","believing",1
"30807","triumphantly","displayed",1
"30808","triumphantly","grant",1
"30809","triumphantly","people",1
"30810","trivial","appearances",1
"30811","trivial","chat",1
"30812","trivial","communications",1
"30813","trivial","paltry",1
"30814","trivial","recommendations",1
"30815","troop","knocked",1
"30816","trouble","aye",1
"30817","trouble","required",1
"30818","trouble","sir",1
"30819","troublesome","boys",1
"30820","troublesome","business",1
"30821","troublesome","creature",1
"30822","troublesome","directions",1
"30823","troublesome","feelings",1
"30824","troublesome","hopeless",1
"30825","troublesome","office",1
"30826","troublesome","parish",1
"30827","troublesome","topic",1
"30828","true","acting",1
"30829","true","analogy",1
"30830","true","beauty",1
"30831","true","blood",1
"30832","true","citizen",1
"30833","true","colonel",1
"30834","true","conjugal",1
"30835","true","contrition",1
"30836","true","darcy",1
"30837","true","dignity",1
"30838","true","disinterested",1
"30839","true","dowager",1
"30840","true","elegance",1
"30841","true","elinor",1
"30842","true","elizabeth",1
"30843","true","english",1
"30844","true","explanation",1
"30845","true","friend",1
"30846","true","friends",1
"30847","true","generosity",1
"30848","true","happiness",1
"30849","true","hazle",1
"30850","true","heroic",1
"30851","true","heroine's",1
"30852","true","indian",1
"30853","true","london",1
"30854","true","manly",1
"30855","true","marianne",1
"30856","true","miss",1
"30857","true","naval",1
"30858","true","parental",1
"30859","true","peace",1
"30860","true","philosopher",1
"30861","true","pleasure",1
"30862","true","poor",1
"30863","true","pray",1
"30864","true","quality",1
"30865","true","sensibility",1
"30866","true","sentiments",1
"30867","true","sir",1
"30868","true","sister",1
"30869","true","size",1
"30870","true","solicitude",1
"30871","true","source",1
"30872","true","spirit",1
"30873","true","style",1
"30874","true","woman",1
"30875","truer","friend",1
"30876","truer","kindness",1
"30877","truer","line",1
"30878","truest","affection",1
"30879","truest","description",1
"30880","truest","friend",1
"30881","truest","satisfaction",1
"30882","truest","sincerity",1
"30883","trunk","afresh",1
"30884","trunk","directed",1
"30885","trunk","sword",1
"30886","trust","edward",1
"30887","trust","naturally",1
"30888","trust","till",1
"30889","trusted","reasoning",1
"30890","trustiest","steadiest",1
"30891","trusting","altogether",1
"30892","trusting","liberality",1
"30893","trusts","hopes",1
"30894","truth","_we_",1
"30895","truth","belong",1
"30896","truth","cried",1
"30897","truth","expressed",1
"30898","truth","harriet",1
"30899","truth","henry",1
"30900","truth","left",1
"30901","truth","obliged",1
"30902","truth","prove",1
"30903","truth","replied",1
"30904","truth","rushed",1
"30905","truth","sir",1
"30906","truth","speaking",1
"30907","truth","suddenly",1
"30908","truth","universally",1
"30909","truths","half",1
"30910","tuesday","addressed",1
"30911","tuesday","afternoon",1
"30912","tuesday","catherine",1
"30913","tuesday","evening",1
"30914","tuesday","night",1
"30915","tuesday","wednesday",1
"30916","tunbridge","ware",1
"30917","turf","obliged",1
"30918","turkeys","evidently",1
"30919","twelfth","light",1
"30920","twelve","emma",1
"30921","twelve","hundred",1
"30922","twelve","ladies",1
"30923","twelve","miles",1
"30924","twelve","shillings",1
"30925","twelvemonth","absent",1
"30926","twelvemonth","ago",1
"30927","twelvemonth","happiness",1
"30928","twelvemonth","prevented",1
"30929","twelvemonth's","abode",1
"30930","twelvemonth's","absence",1
"30931","twenty","children",1
"30932","twenty","cried",1
"30933","twenty","executed",1
"30934","twenty","families",1
"30935","twenty","lord",1
"30936","twenty","pounds",1
"30937","twenty","times",1
"30938","twenty","woman's",1
"30939","twenty","words",1
"30940","twilight","scene",1
"30941","twilight","walk",1
"30942","twilight","walks",1
"30943","twisted","blasted",1
"30944","twisted","tree",1
"30945","two's","snow",1
"30946","twofold","complacency",1
"30947","tyrannic","influence",1
"30948","udolpho","lost",1
"30949","ugly","continued",1
"30950","ugly","fellow",1
"30951","ugly","women",1
"30952","ulcerated","sore",1
"30953","ultimate","comfort",1
"30954","ultimate","happiness",1
"30955","ultimate","recovery",1
"30956","umbrellas","hanging",1
"30957","umbrellas","sir",1
"30958","unabashed","wild",1
"30959","unabated","eagerness",1
"30960","unabated","regard",1
"30961","unacceptable","companion",1
"30962","unaccountable","bias",1
"30963","unaccountable","character",1
"30964","unaccountable","circumstances",1
"30965","unaccountable","coldness",1
"30966","unaccountable","dilatoriness",1
"30967","unaccountable","mistake",1
"30968","unaccountably","follow",1
"30969","unacknowledged","friendship",1
"30970","unaffected","astonishment",1
"30971","unaffected","benevolence",1
"30972","unaffected","cordiality",1
"30973","unaffected","earnestness",1
"30974","unaffected","easy",1
"30975","unaffected","gentlemanlike",1
"30976","unaffected","manners",1
"30977","unaffected","sincerity",1
"30978","unaffected","warm",1
"30979","unaffected","woman",1
"30980","unaffectedly","civil",1
"30981","unaffectedly","ill",1
"30982","unaffectedly","modest",1
"30983","unalloyed","enjoyment",1
"30984","unalloyed","inclination",1
"30985","unalterable","affection",1
"30986","unalterable","coldness",1
"30987","unanimity","_you_",1
"30988","unanswerable","argument",1
"30989","unanswerable","dignity",1
"30990","unanswerable","reasons",1
"30991","unanswered","fanny",1
"30992","unapproachable","region",1
"30993","unasked","promised",1
"30994","unassisted","observation",1
"30995","unassisted","reason",1
"30996","unavailing","concern",1
"30997","unavoidable","absences",1
"30998","unavoidable","elinor",1
"30999","unavoidable","evils",1
"31000","unavoidably","acquainted",1
"31001","unavoidably","secret",1
"31002","unbecoming","conjunctions",1
"31003","unbecoming","indifference",1
"31004","unbelieving","ear",1
"31005","unbending","reserve",1
"31006","unbiased","inclination",1
"31007","unbiased","opinion",1
"31008","unbound","copy",1
"31009","unbounded","affection",1
"31010","unbroken","packs",1
"31011","unbroken","silence",1
"31012","unbroken","unalloyed",1
"31013","uncandid","judge",1
"31014","unceasing","attention",1
"31015","unceasing","delight",1
"31016","unceasing","discouragement",1
"31017","unceasing","exertion",1
"31018","unceasing","kindness",1
"31019","unceasing","recurrence",1
"31020","uncertain","distance",1
"31021","uncertain","engagement",1
"31022","uncertain","future",1
"31023","uncertain","light",1
"31024","uncertain","profession",1
"31025","uncertain","temper",1
"31026","unchanging","attachments",1
"31027","unchanging","complexion",1
"31028","unchecked","equal",1
"31029","unchecked","ran",1
"31030","uncivil","boisterously",1
"31031","uncivil","hurrying",1
"31032","uncle","acquainted",1
"31033","uncle","bought",1
"31034","uncle","died",1
"31035","uncle","dies",1
"31036","uncle","dines",1
"31037","uncle","disapproved",1
"31038","uncle","entered",1
"31039","uncle","hear",1
"31040","uncle","intended",1
"31041","uncle","kindly",1
"31042","uncle","knightley",1
"31043","uncle","lord",1
"31044","uncle","means",1
"31045","uncle","meant",1
"31046","uncle","perceiving",1
"31047","uncle","poor",1
"31048","uncle","promised",1
"31049","uncle","read",1
"31050","uncle","recollecting",1
"31051","uncle","recommended",1
"31052","uncle","remained",1
"31053","uncle","repeated",1
"31054","uncle","returned",1
"31055","uncle","sir",1
"31056","uncle","talk",1
"31057","uncle","talked",1
"31058","uncle","throw",1
"31059","uncle","william",1
"31060","uncle's","accustomary",1
"31061","uncle's","admiration",1
"31062","uncle's","advice",1
"31063","uncle's","anger",1
"31064","uncle's","behaviour",1
"31065","uncle's","brought",1
"31066","uncle's","consideration",1
"31067","uncle's","doings",1
"31068","uncle's","feelings",1
"31069","uncle's","gardener",1
"31070","uncle's","generosity",1
"31071","uncle's","heir",1
"31072","uncle's","interference",1
"31073","uncle's","invitation",1
"31074","uncle's","letter",1
"31075","uncle's","opinion",1
"31076","uncle's","plantations",1
"31077","uncle's","returning",1
"31078","uncle's","table",1
"31079","uncle's","usual",1
"31080","unclouded","night",1
"31081","uncomfortable","anxious",1
"31082","uncomfortable","hours",1
"31083","uncomfortable","impression",1
"31084","uncomfortable","living",1
"31085","uncomfortable","manner",1
"31086","uncommon","attachment",1
"31087","uncommon","attraction",1
"31088","uncommon","complexion",1
"31089","uncommon","kindness",1
"31090","uncommon","miss",1
"31091","uncommon","question",1
"31092","uncommon","scarcely",1
"31093","uncommon","steadiness",1
"31094","uncommonly","brilliant",1
"31095","uncommonly","clever",1
"31096","uncommonly","dreadful",1
"31097","uncommonly","fast",1
"31098","uncommonly","foolish",1
"31099","uncommonly","handsome",1
"31100","uncommonly","improved",1
"31101","uncommonly","intelligent",1
"31102","uncommonly","lovely",1
"31103","uncommonly","moderate",1
"31104","uncommonly","pleasing",1
"31105","uncommonly","pretty",1
"31106","uncommonly","scarce",1
"31107","uncommonly","shocked",1
"31108","uncompanionable","sisters",1
"31109","unconcerned","captain",1
"31110","unconcerned","jane",1
"31111","unconnected","questions",1
"31112","unconquerable","horror",1
"31113","unconquerable","passions",1
"31114","unconquerable","preference",1
"31115","unconscious","marianne",1
"31116","unconscious","object",1
"31117","unconsciously","closed",1
"31118","unconsciously","encouraging",1
"31119","unconsciously","nay",1
"31120","unconsciously","sucking",1
"31121","uncordial","address",1
"31122","uncritical","palate",1
"31123","undeceive","people",1
"31124","undefined","alarm",1
"31125","undefined","discovery",1
"31126","underbred","finery",1
"31127","undergone","considerable",1
"31128","undergone","relating",1
"31129","underhand","dealing",1
"31130","understand","admiring",1
"31131","understand","ay",1
"31132","understand","cried",1
"31133","understand","dearest",1
"31134","understand","disappointed",1
"31135","understand","emma",1
"31136","understand","excellent",1
"31137","understand","happy",1
"31138","understand","hereabouts",1
"31139","understand","highly",1
"31140","understand","miss",1
"31141","understand","muslins",1
"31142","understand","received",1
"31143","understand","replied",1
"31144","understand","sir",1
"31145","understand","understanding",1
"31146","understand","wickham's",1
"31147","understanding","correct",1
"31148","understanding","darcy",1
"31149","understanding","excellent",1
"31150","understanding","heart",1
"31151","understanding","miss",1
"31152","understanding","prepare",1
"31153","understanding","respecting",1
"31154","understanding","sir",1
"31155","understanding","spoken",1
"31156","understands","_you_",1
"31157","understands","boiling",1
"31158","understood","elizabeth",1
"31159","understood","frederick",1
"31160","understood","meant",1
"31161","understood","miss",1
"31162","understood","pray",1
"31163","understood","wickham's",1
"31164","undertaken","anhalt",1
"31165","undertaking","business",1
"31166","undertaking","highly",1
"31167","undervoice","perceiving",1
"31168","undescribable","mansfield",1
"31169","undeservedly","honoured",1
"31170","undesignedly","emma",1
"31171","undesirable","particulars",1
"31172","undiminished","beauty",1
"31173","undiscerning","sir",1
"31174","undisputed","possession",1
"31175","undistinguishing","ill",1
"31176","undivided","attention",1
"31177","undivided","consciousness",1
"31178","undoubted","attachment",1
"31179","undoubted","veracity",1
"31180","undoubtedly","abate",1
"31181","undoubtedly","haunted",1
"31182","undoubtedly","inferior",1
"31183","undoubtedly","proof",1
"31184","undoubtedly","remarkably",1
"31185","undoubtedly","replied",1
"31186","undoubtedly","rush",1
"31187","undoubtedly","superior",1
"31188","undoubtedly","support",1
"31189","undoubtedly","supported",1
"31190","undoubtedly","understands",1
"31191","undressed","balls",1
"31192","undue","distinction",1
