Parent	Child	relationType	edgeScore	Freq
IRF4	FAM57A	Type 0	0.564710	0.564710
GLCCI1	FAM57A	Type 0	0.488751	0.488751
PIM2	FAM57A	Type 0	0.872905	0.872905
FAM57A	FAM46C	Type 0	0.354865	0.354865
FAM57A	FAM19A4	Type 0	0.431392	0.431392
FAM57A	MACROD2	Type 0	0.999756	0.999756
FAM57A	CD99	Type 0	0.538447	0.538447
FAM57A	CLIP2	Type 0	0.257541	0.257541
FAM57A	C1orf218	Type 0	0.590733	0.590733
FAM57A	ABR	Type 0	0.369863	0.369863
CEP110	TTF2	Type 0	0.245242	0.245242
CDC25A	TTF2	Type 0	0.295043	0.295043
HIST1H2AH	TTF2	Type 0	0.538063	0.538063
ORC1L	TTF2	Type 0	0.625181	0.625181
TTF2	LRRC2	Type 0	0.300052	0.300052
TTF2	RBM15	Type 0	0.337184	0.337184
TTF2	MMP24	Type 0	0.285935	0.285935
TTF2	ORC1L	Type 0	0.311946	0.311946
TTF2	RAD54L	Type 0	0.237813	0.237813
TTF2	ACAT2	Type 0	0.241924	0.241924
TTF2	RAB12	Type 0	0.226515	0.226515
TTF2	C1orf135	Type 0	0.268354	0.268354
SLC6A20	TGM5	Type 0	0.458780	0.458780
CXCR3	TGM5	Type 0	0.964792	0.964792
TGM5	IL18R1	Type 0	0.466168	0.466168
FER1L3	LMNA	Type 0	0.226097	0.226097
FAM129B	LMNA	Type 0	0.998079	0.998079
LMNA	PHLDA3	Type 0	0.398864	0.398864
LMNA	COCH	Type 0	0.301616	0.301616
LMNA	FXYD5	Type 0	0.291679	0.291679
LMNA	CACNB4	Type 0	0.217009	0.217009
LMNA	TMBIM1	Type 0	0.243737	0.243737
LMNA	CD97	Type 0	0.529015	0.529015
LMNA	DIRAS3	Type 0	0.383638	0.383638
LMNA	DGKG	Type 0	0.250143	0.250143
LMNA	DNMT3B	Type 0	0.202952	0.202952
LMNA	NEK6	Type 0	0.235751	0.235751
PPP2R3A	UCK2	Type 0	0.530282	0.530282
UCK2	PAQR6	Type 0	0.227175	0.227175
UCK2	PHTF1	Type 0	0.299881	0.299881
UCK2	CCNG2	Type 0	1.000000	1.000000
UCK2	RBBP6	Type 0	0.467126	0.467126
IGJ	PHACTR2	Type 0	0.232384	0.232384
KCNN3	PHACTR2	Type 0	0.284500	0.284500
SDC4	PHACTR2	Type 0	0.789937	0.789937
ITGA2	IL1F7	Type 0	0.541003	0.541003
PPARG	IL1F7	Type 0	0.219060	0.219060
LAMC2	IL1F7	Type 0	0.323704	0.323704
IL1F7	ZNF597	Type 0	0.293103	0.293103
IL1F7	CXCL17	Type 0	0.297693	0.297693
POU2AF1	RPS19	Type 0	0.306848	0.306848
BTG2	RPS19	Type 0	0.415028	0.415028
ACTN1	RPS19	Type 0	0.210436	0.210436
PTTG1IP	RPS19	Type 0	0.993134	0.993134
RPS19	SPG3A	Type 0	0.297648	0.297648
RPS19	PGM2L1	Type 0	0.271755	0.271755
RPS19	MGC34774	Type 0	0.264679	0.264679
RPS19	GLIPR1L2	Type 0	0.240602	0.240602
SERPINE1	MYADML	Type 0	0.402080	0.402080
PLK2	MYADML	Type 0	0.276439	0.276439
MYADM	MYADML	Type 0	0.484131	0.484131
MYADML	MYADM	Type 0	0.515869	0.515869
CD97	TNFRSF10B	Type 0	0.638557	0.638557
TIMP1	TNFRSF10B	Type 0	0.382716	0.382716
TNFRSF10B	MSRA	Type 0	0.444995	0.444995
IRF9	LOC153222	Type 0	0.234335	0.234335
YPEL5	LOC153222	Type 0	0.505877	0.505877
LOC153222	KLHL24	Type 0	0.304707	0.304707
LOC153222	PCMTD1	Type 0	0.279352	0.279352
LOC153222	YPEL5	Type 0	0.494123	0.494123
ARD1B	FAM5C	Type 0	0.297851	0.297851
LAD1	C8orf55	Type 0	0.454741	0.454741
PLEKHA6	C8orf55	Type 0	0.993424	0.993424
TST	C8orf55	Type 0	0.279489	0.279489
TCF4	IQCE	Type 0	0.512173	0.512173
C1orf116	IQCE	Type 0	0.209756	0.209756
LAMC2	IQCE	Type 0	0.297257	0.297257
SH3RF2	IQCE	Type 0	0.352526	0.352526
IQCE	AGPAT3	Type 0	0.296437	0.296437
BNIP3	KLHL13	Type 0	0.319890	0.319890
C6orf60	KLHL13	Type 0	0.440467	0.440467
FLI1	ABCA2	Type 0	0.838026	0.838026
TAGAP	ABCA2	Type 0	0.313232	0.313232
FAM129B	ABCA2	Type 0	0.276453	0.276453
NPDC1	ABCA2	Type 0	0.451590	0.451590
ABCA2	PALM2-AKAP2	Type 0	1.000000	1.000000
ABCA2	NPDC1	Type 0	0.548410	0.548410
ABCA2	RAB40B	Type 0	0.488889	0.488889
ABCA2	C7orf31	Type 0	0.200094	0.200094
LZTS1	AKTIP	Type 0	0.246246	0.246246
EVI2A	AKTIP	Type 0	0.444410	0.444410
CDS1	AKTIP	Type 0	0.346001	0.346001
C10orf35	AKTIP	Type 0	0.999572	0.999572
CMTM4	AKTIP	Type 0	0.293493	0.293493
AKTIP	ACSL4	Type 0	0.285601	0.285601
AKTIP	RFFL	Type 0	0.210718	0.210718
SPARC	FOXF1	Type 0	0.436158	0.436158
CCDC88C	FOXF1	Type 0	0.301460	0.301460
TMEM158	FOXF1	Type 0	1.000000	1.000000
TENC1	PYGB	Type 0	0.446674	0.446674
PYGB	TBXAS1	Type 0	0.329241	0.329241
PYGB	NPAS2	Type 0	0.374750	0.374750
PYGB	BFSP1	Type 0	0.877242	0.877242
CDR2L	TMEM16H	Type 0	0.996494	0.996494
MB	TMEM16H	Type 0	0.270270	0.270270
CITED2	TMEM16H	Type 0	0.204102	0.204102
NPY1R	TMEM16H	Type 0	0.299315	0.299315
LCA5	TMEM16H	Type 0	0.217470	0.217470
STAT5A	TMEM16H	Type 0	0.299490	0.299490
SELM	TMEM16H	Type 0	0.285623	0.285623
NUP98	TMEM16H	Type 0	0.439522	0.439522
TMEM16H	EIF4E3	Type 0	0.200191	0.200191
IKZF1	PON2	Type 0	0.265690	0.265690
PLS3	PON2	Type 0	0.997960	0.997960
PON2	PROS1	Type 0	0.219538	0.219538
LAD1	ACOT11	Type 0	0.955331	0.955331
RAB25	ACOT11	Type 0	0.255110	0.255110
ACOT11	GJB4	Type 0	0.638854	0.638854
ACOT11	SSBP2	Type 0	0.746532	0.746532
ACOT11	FAM110B	Type 0	1.000000	1.000000
ACOT11	ANKRD22	Type 0	0.998777	0.998777
ACOT11	NBEA	Type 0	1.000000	1.000000
ACOT11	TRPC1	Type 0	0.226295	0.226295
ACOT11	ZNF569	Type 0	0.996391	0.996391
ACOT11	TRIM10	Type 0	0.229779	0.229779
ACOT11	C1orf106	Type 0	0.299754	0.299754
ACOT11	TIGD7	Type 0	0.232950	0.232950
ACOT11	TRIM15	Type 0	0.272358	0.272358
ACOT11	PHACTR3	Type 0	0.204305	0.204305
ACOT11	TRIM31	Type 0	0.313925	0.313925
ACOT11	TMEFF1	Type 0	0.219426	0.219426
ACOT11	LOC728705	Type 0	0.210945	0.210945
ACOT11	FAM108C1	Type 0	0.981919	0.981919
JMJD2C	CG012	Type 0	0.301901	0.301901
RP11-298P3.3	CG012	Type 0	0.504906	0.504906
POLR1D	CG012	Type 0	0.452328	0.452328
KIAA0492	CG012	Type 0	0.766462	0.766462
FAM83D	CG012	Type 0	0.282212	0.282212
CG012	RP11-298P3.3	Type 0	0.495094	0.495094
COL4A6	ANXA8L2	Type 0	0.377634	0.377634
TBC1D2	ANXA8L2	Type 0	0.330467	0.330467
IFIT1	ANXA8L2	Type 0	0.302467	0.302467
ANXA8L2	SLC1A3	Type 0	0.341959	0.341959
ANXA8L2	VGLL3	Type 0	0.999799	0.999799
ANXA8L2	COL4A6	Type 0	0.529575	0.529575
ANXA8L2	COL4A5	Type 0	0.365258	0.365258
ANXA8L2	KHDRBS3	Type 0	0.300068	0.300068
ANXA8L2	OLR1	Type 0	0.729947	0.729947
ANXA8L2	SLC43A1	Type 0	0.528058	0.528058
ANXA8L2	IL1A	Type 0	0.523921	0.523921
BTNL9	ZNF485	Type 0	0.289855	0.289855
SLFN12	ZNF485	Type 0	0.206984	0.206984
CYS1	ST6GALNAC6	Type 0	0.461351	0.461351
NLGN2	ST6GALNAC6	Type 0	0.298880	0.298880
REEP2	ST6GALNAC6	Type 0	0.392971	0.392971
NMT2	ST6GALNAC6	Type 0	0.349782	0.349782
FZD2	ST6GALNAC6	Type 0	0.827652	0.827652
ST6GALNAC6	CYS1	Type 0	0.538649	0.538649
ST6GALNAC6	REEP2	Type 0	0.304252	0.304252
LAMB3	KIAA1217	Type 0	0.999328	0.999328
F3	KIAA1217	Type 0	0.215439	0.215439
TBC1D2	RAPGEF3	Type 0	0.751206	0.751206
LAMC2	RAPGEF3	Type 0	0.282907	0.282907
DHRS3	RAPGEF3	Type 0	0.377656	0.377656
RAPGEF3	GALNT14	Type 0	0.497095	0.497095
FXYD6	ST3GAL1	Type 0	0.296517	0.296517
RGS2	ST3GAL1	Type 0	0.290892	0.290892
REEP2	ST3GAL1	Type 0	0.337518	0.337518
PANK1	ST3GAL1	Type 0	0.244337	0.244337
SLC16A7	ST3GAL1	Type 0	0.997881	0.997881
TMEM65	ST3GAL1	Type 0	0.412448	0.412448
NSUN6	ST3GAL1	Type 0	0.205308	0.205308
ST3GAL1	ZNF334	Type 0	0.214286	0.214286
ST3GAL1	RGS2	Type 0	0.240706	0.240706
RIMS4	KCNJ4	Type 0	0.326845	0.326845
KIF1A	KCNJ4	Type 0	0.918824	0.918824
RASL10B	KCNJ4	Type 0	0.302299	0.302299
KCNJ4	CYP26A1	Type 0	0.299265	0.299265
TUBA4A	ECOP	Type 0	0.298070	0.298070
ECOP	SLC7A2	Type 0	0.299286	0.299286
ECOP	NR4A1	Type 0	0.237101	0.237101
ECOP	FAM134B	Type 0	0.435142	0.435142
PVR	SLC31A1	Type 0	0.675214	0.675214
TCF3	SLC31A1	Type 0	0.231351	0.231351
GPR107	SLC31A1	Type 0	0.506650	0.506650
PCYOX1	SLC31A1	Type 0	0.289956	0.289956
SLC31A1	SLC7A5	Type 0	0.203053	0.203053
SLC31A1	FAM12A	Type 0	0.217633	0.217633
SLC31A1	GPR107	Type 0	0.493350	0.493350
PCDHGA3	PCDHB14	Type 0	0.262201	0.262201
PCDHGB2	PCDHB14	Type 0	0.260042	0.260042
PCDHGB3	PCDHB14	Type 0	0.298258	0.298258
CYR61	ALS2CR13	Type 0	0.315166	0.315166
AXL	ALS2CR13	Type 0	0.353772	0.353772
SERPINE1	ALS2CR13	Type 0	0.824915	0.824915
MARCKSL1	ALS2CR13	Type 0	0.483083	0.483083
ALS2CR13	IGFBP2	Type 0	1.000000	1.000000
ALS2CR13	MARCKSL1	Type 0	0.516917	0.516917
ALS2CR13	PELI1	Type 0	0.985921	0.985921
ALS2CR13	GADD45B	Type 0	0.387325	0.387325
HIST1H2AH	MKI67	Type 0	0.478174	0.478174
ORC1L	MKI67	Type 0	0.329166	0.329166
LAD1	DPY19L2	Type 0	0.410290	0.410290
LOC283481	DPY19L2	Type 0	0.235578	0.235578
DPY19L2	SLFN11	Type 0	0.262039	0.262039
DPY19L2	GPM6A	Type 0	0.299955	0.299955
DPY19L2	LOC283481	Type 0	0.764422	0.764422
GSTA1	GSTA2	Type 0	0.484490	0.484490
GSTA2	GSTA1	Type 0	0.515510	0.515510
IGJ	UTP3	Type 0	0.384121	0.384121
UBE2J1	UTP3	Type 0	0.756599	0.756599
UTP3	DHRS7	Type 0	0.256664	0.256664
GPR110	ENTPD3	Type 0	0.461699	0.461699
MPZL2	ENTPD3	Type 0	0.276211	0.276211
LAMA3	ENTPD3	Type 0	0.285571	0.285571
SCEL	ENTPD3	Type 0	0.769862	0.769862
GNG11	PGBD1	Type 0	0.325416	0.325416
GJC1	PGBD1	Type 0	0.471851	0.471851
CSRP2	PGBD1	Type 0	0.265730	0.265730
CCDC88A	PGBD1	Type 0	0.994422	0.994422
PGBD1	ZNF597	Type 0	0.239726	0.239726
PGBD1	PLEKHG2	Type 0	0.286528	0.286528
GPRC5A	TMEM87B	Type 0	0.999866	0.999866
SLAIN1	TMEM87B	Type 0	0.241714	0.241714
SSH3	TMEM87B	Type 0	0.213994	0.213994
PHF17	TMEM87B	Type 0	0.407291	0.407291
TMEM87B	NEDD9	Type 0	0.273230	0.273230
TMEM87B	INPP4B	Type 0	1.000000	1.000000
TMEM87B	FOXN4	Type 0	0.338603	0.338603
TMEM87B	WHSC1	Type 0	0.998673	0.998673
TMEM87B	B4GALT4	Type 0	0.298016	0.298016
TMEM87B	COQ10A	Type 0	0.436442	0.436442
CITED1	SLFN13	Type 0	0.267697	0.267697
DEPDC7	SLFN13	Type 0	0.306438	0.306438
RHBDF1	NBL1	Type 0	0.289041	0.289041
PXN	NBL1	Type 0	0.997956	0.997956
PHF17	NBL1	Type 0	0.279008	0.279008
NBL1	TMEM171	Type 0	0.267990	0.267990
NBL1	CTNND2	Type 0	0.204578	0.204578
CALD1	LPPR4	Type 0	0.207940	0.207940
CCDC88C	LPPR4	Type 0	0.247531	0.247531
LL22NC03-75B3.6	LPPR4	Type 0	0.302371	0.302371
HNT	LPPR4	Type 0	0.998771	0.998771
PRRX1	LPPR4	Type 0	0.295356	0.295356
LDB2	LPPR4	Type 0	0.244844	0.244844
CPXM2	LPPR4	Type 0	0.346707	0.346707
LPPR4	ST6GALNAC5	Type 0	0.296209	0.296209
LPPR4	LIMS3	Type 0	0.281305	0.281305
CD86	IL21R	Type 0	0.261445	0.261445
FAM129B	ACTN1	Type 0	0.893393	0.893393
TNFRSF12A	ACTN1	Type 0	0.261402	0.261402
ACTN1	CYR61	Type 0	0.209619	0.209619
ACTN1	PRSS23	Type 0	0.997332	0.997332
ACTN1	THBS1	Type 0	0.384387	0.384387
ACTN1	CXXC4	Type 0	1.000000	1.000000
ACTN1	FAM70B	Type 0	0.301208	0.301208
ACTN1	CTSB	Type 0	0.397414	0.397414
ACTN1	E2F5	Type 0	0.481588	0.481588
ACTN1	FOXO1	Type 0	0.299621	0.299621
ACTN1	PDGFA	Type 0	0.253574	0.253574
ACTN1	SERPINH1	Type 0	0.999597	0.999597
ACTN1	STRBP	Type 0	0.999864	0.999864
ACTN1	TPM1	Type 0	1.000000	1.000000
ACTN1	HYI	Type 0	0.239858	0.239858
ACTN1	RIN3	Type 0	0.265155	0.265155
ACTN1	PTPN14	Type 0	0.321770	0.321770
ACTN1	UBTD1	Type 0	0.939822	0.939822
NFIB	KL	Type 0	0.297162	0.297162
VCAM1	KL	Type 0	0.320450	0.320450
CHST13	KL	Type 0	0.299270	0.299270
IL5	KL	Type 0	0.299663	0.299663
POLI	KL	Type 0	0.471654	0.471654
PNLDC1	KL	Type 0	0.274747	0.274747
MST1R	TMSL8	Type 0	0.509638	0.509638
JAM3	TMSL8	Type 0	0.994284	0.994284
TMSL8	BEX1	Type 0	0.420007	0.420007
TMSL8	LOC283481	Type 0	0.244078	0.244078
ABCC3	PEX11G	Type 0	0.473074	0.473074
C20orf54	PEX11G	Type 0	0.988233	0.988233
HOOK2	PEX11G	Type 0	0.218042	0.218042
PEX11G	CCDC113	Type 0	0.896303	0.896303
PEX11G	ROBO2	Type 0	0.505787	0.505787
PARVA	ATAD2B	Type 0	0.988243	0.988243
ITGB5	ATAD2B	Type 0	0.239745	0.239745
MAFF	ATAD2B	Type 0	0.271953	0.271953
ATP2A3	ATAD2B	Type 0	0.353339	0.353339
ATAD2B	FRY	Type 0	0.297260	0.297260
ATAD2B	HMGA2	Type 0	0.291580	0.291580
ATAD2B	KLHL21	Type 0	0.207826	0.207826
ATAD2B	CABLES2	Type 0	0.215929	0.215929
PPAP2C	CCNO	Type 0	0.995837	0.995837
FNBP1L	CCNO	Type 0	0.489881	0.489881
CCNO	SLC4A11	Type 0	0.999139	0.999139
RGS13	NIN	Type 0	0.999691	0.999691
NOSTRIN	NIN	Type 0	0.225460	0.225460
AGR3	NIN	Type 0	0.260400	0.260400
FA2H	NIN	Type 0	0.542879	0.542879
TNKS1BP1	HSFX1	Type 0	0.300065	0.300065
HSFX1	TMEM187	Type 0	0.269139	0.269139
HSFX1	MOBKL2C	Type 0	0.267628	0.267628
CDH1	EPN3	Type 0	0.322728	0.322728
GRHL2	EPN3	Type 0	0.238768	0.238768
OVOL1	EPN3	Type 0	0.267434	0.267434
SPATA20	EPN3	Type 0	0.445036	0.445036
EPN3	PROM2	Type 0	0.987561	0.987561
EPN3	FOXA1	Type 0	1.000000	1.000000
EPN3	PCDH9	Type 0	1.000000	1.000000
EPN3	SPATA20	Type 0	0.554964	0.554964
CAPN3	ITPKB	Type 0	0.255669	0.255669
C18orf51	ITPKB	Type 0	0.951630	0.951630
VGF	AP1S1	Type 0	0.405274	0.405274
FOS	AP1S1	Type 0	0.568402	0.568402
SORBS1	AP1S1	Type 0	0.351892	0.351892
FADS1	AP1S1	Type 0	0.263158	0.263158
AP1S1	VGF	Type 0	0.235223	0.235223
AP1S1	SLCO4C1	Type 0	0.397579	0.397579
AP1S1	TBC1D4	Type 0	0.814133	0.814133
AP1S1	CES1	Type 0	0.267960	0.267960
AP1S1	DNMT3B	Type 0	0.339563	0.339563
AP1S1	KIAA0495	Type 0	0.358566	0.358566
AP1S1	HS6ST1	Type 0	0.932820	0.932820
AP1S1	SPRED2	Type 0	0.297554	0.297554
AP1S1	CORO6	Type 0	0.882367	0.882367
IL2RB	EBI3	Type 0	0.239241	0.239241
EBI3	IL21R	Type 0	0.432003	0.432003
POU2AF1	KIAA1370	Type 0	0.993221	0.993221
FAM57A	KIAA1370	Type 0	0.331949	0.331949
KIAA1370	METTL7A	Type 0	0.301685	0.301685
KIAA1370	MACROD2	Type 0	0.217593	0.217593
KIAA1370	TP53INP1	Type 0	0.983051	0.983051
KIAA1370	KIAA1383	Type 0	0.305782	0.305782
KIAA1370	BMF	Type 0	0.290483	0.290483
KIAA1370	ESR1	Type 0	0.300112	0.300112
CATSPERB	NBLA00301	Type 0	0.239804	0.239804
ZBTB32	NBLA00301	Type 0	0.250741	0.250741
RNF17	NBLA00301	Type 0	0.286211	0.286211
KRTAP10-11	NBLA00301	Type 0	0.348635	0.348635
CDO1	NBLA00301	Type 0	0.227307	0.227307
FAM12A	NBLA00301	Type 0	0.242611	0.242611
ANGPTL1	NBLA00301	Type 0	0.514174	0.514174
AXIN1	NBLA00301	Type 0	0.472616	0.472616
NBLA00301	SCD5	Type 0	0.927410	0.927410
NBLA00301	RNF17	Type 0	0.651170	0.651170
NBLA00301	GCG	Type 0	0.268490	0.268490
NBLA00301	FGF23	Type 0	0.296390	0.296390
NBLA00301	KRTAP10-11	Type 0	0.641487	0.641487
NBLA00301	FAM12A	Type 0	0.702709	0.702709
NBLA00301	ANGPTL1	Type 0	0.485826	0.485826
NBLA00301	CCDC67	Type 0	0.507942	0.507942
TJP1	CCR7	Type 0	0.428433	0.428433
SAMSN1	CCR7	Type 0	0.464898	0.464898
CCR7	SAMSN1	Type 0	0.535102	0.535102
CCR7	IL2RB	Type 0	0.350722	0.350722
CCR7	IL10	Type 0	0.545333	0.545333
C4orf18	OXCT2	Type 0	0.297665	0.297665
GAL	OXCT2	Type 0	0.218100	0.218100
MKX	OXCT2	Type 0	0.213761	0.213761
FCGR2A	OXCT2	Type 0	0.233238	0.233238
KIAA1909	OXCT2	Type 0	0.296734	0.296734
RIBC2	OXCT2	Type 0	0.304323	0.304323
ZFP42	OXCT2	Type 0	0.232092	0.232092
CBLB	OXCT2	Type 0	0.306985	0.306985
ABR	OXCT2	Type 0	1.000000	1.000000
FAM83D	UBE2C	Type 0	0.779642	0.779642
UBE2C	SCN1A	Type 0	0.367229	0.367229
UBE2C	KRCC1	Type 0	0.251309	0.251309
UBE2C	LOC285281	Type 0	0.206124	0.206124
UBE2C	WARS	Type 0	0.300477	0.300477
UBE2C	FAM83D	Type 0	0.219221	0.219221
EGR1	NR4A1	Type 0	0.202477	0.202477
FOS	NR4A1	Type 0	0.508021	0.508021
SELENBP1	NR4A1	Type 0	0.240445	0.240445
EGR3	NR4A1	Type 0	0.354299	0.354299
NR4A1	FOS	Type 0	0.292038	0.292038
SOX2	SOX2OT	Type 0	0.445838	0.445838
PDLIM1	SOX2OT	Type 0	0.213713	0.213713
C3orf52	SOX2OT	Type 0	0.326017	0.326017
RCAN2	SOX2OT	Type 0	0.368272	0.368272
LOC645323	SOX2OT	Type 0	0.235507	0.235507
SOX2OT	SOX2	Type 0	0.554162	0.554162
LY75	TMBIM4	Type 0	0.329176	0.329176
DZIP1L	TMBIM4	Type 0	0.282546	0.282546
CHST6	TMBIM4	Type 0	0.239619	0.239619
C6orf168	TMBIM4	Type 0	0.467222	0.467222
HPCAL4	TMBIM4	Type 0	0.299623	0.299623
GPR87	KRT17	Type 0	0.243547	0.243547
ANXA8L2	KRT17	Type 0	0.362717	0.362717
KRT17	ANXA8L2	Type 0	0.419075	0.419075
TGFA	LOC440995	Type 0	0.299164	0.299164
CENTD3	LOC440995	Type 0	0.373504	0.373504
MFI2	LOC440995	Type 0	0.466228	0.466228
PCDH1	LOC440995	Type 0	0.204105	0.204105
LGALS3BP	LOC440995	Type 0	0.298307	0.298307
LOC440995	MFI2	Type 0	0.533772	0.533772
PXN	VPS13A	Type 0	0.299418	0.299418
SVIL	VPS13A	Type 0	0.999687	0.999687
GIPC1	VPS13A	Type 0	0.379359	0.379359
LNPEP	VPS13A	Type 0	0.460799	0.460799
EMP1	BATF2	Type 0	0.299840	0.299840
GCET2	C12orf42	Type 0	0.203132	0.203132
AICDA	C12orf42	Type 0	0.232868	0.232868
C12orf42	FAM139A	Type 0	0.303127	0.303127
HSD3B1	CLCN5	Type 0	0.226121	0.226121
BTBD14A	CLCN5	Type 0	0.298497	0.298497
TIFA	CLCN5	Type 0	0.459184	0.459184
TRERF1	CLCN5	Type 0	0.237465	0.237465
GNPDA1	CLCN5	Type 0	0.254508	0.254508
SMAP1L	CLCN5	Type 0	0.279563	0.279563
HEXB	CLCN5	Type 0	0.999734	0.999734
CLCN5	HSD3B1	Type 0	0.230019	0.230019
UGT1A3	UGT1A1	Type 0	0.334269	0.334269
UGT1A1	ANXA10	Type 0	0.803462	0.803462
UGT1A1	AKR1B10	Type 0	0.235794	0.235794
UGT1A1	HSD17B2	Type 0	0.965629	0.965629
PAQR6	UCN	Type 0	0.295870	0.295870
AMFR	UCN	Type 0	0.200995	0.200995
SEC31B	UCN	Type 0	0.863958	0.863958
MYH3	UCN	Type 0	0.203095	0.203095
UCN	DSCR6	Type 0	0.490953	0.490953
ZNF697	C17orf67	Type 0	0.259325	0.259325
COTL1	C17orf67	Type 0	0.321552	0.321552
CG018	C17orf67	Type 0	0.286432	0.286432
CD3D	C17orf67	Type 0	0.996504	0.996504
SH2D1A	C17orf67	Type 0	0.258870	0.258870
C17orf67	DEF8	Type 0	0.300049	0.300049
SERPINB7	ESM1	Type 0	0.245985	0.245985
AOX1	ESM1	Type 0	0.915716	0.915716
ESM1	MMP1	Type 0	0.287129	0.287129
ESM1	SERPINB2	Type 0	0.287208	0.287208
ESM1	LOC728215	Type 0	0.290771	0.290771
ESM1	TMEM71	Type 0	0.356446	0.356446
RPL39L	GJC2	Type 0	0.299597	0.299597
TPPP3	GJC2	Type 0	0.241325	0.241325
RHBDF1	GJC2	Type 0	0.302168	0.302168
ARVCF	GJC2	Type 0	0.311083	0.311083
GJC2	C14orf169	Type 0	0.218557	0.218557
GJC2	C7orf31	Type 0	0.278958	0.278958
NPAL1	NRL	Type 0	0.593600	0.593600
HSPB2	NRL	Type 0	0.340973	0.340973
AK5	NRL	Type 0	0.306122	0.306122
MAP3K12	NRL	Type 0	0.225268	0.225268
NRL	SAGE1	Type 0	0.240272	0.240272
NRL	DNM3	Type 0	0.297641	0.297641
NRL	HSPB2	Type 0	0.414370	0.414370
NRL	ZNF232	Type 0	0.971688	0.971688
NRL	SOST	Type 0	0.380936	0.380936
NRL	SYNGR3	Type 0	0.260898	0.260898
NTN4	THRB	Type 0	1.000000	1.000000
EDN1	THRB	Type 0	0.305495	0.305495
PTPRK	THRB	Type 0	0.230377	0.230377
THRB	STON2	Type 0	0.356206	0.356206
PTENP1	ATAD1	Type 0	0.437808	0.437808
ATAD1	PTEN	Type 0	0.377899	0.377899
ATAD1	PTENP1	Type 0	0.429499	0.429499
ATAD1	LAMB4	Type 0	0.900495	0.900495
IL20RA	PEX7	Type 0	0.241791	0.241791
PERP	PEX7	Type 0	0.535198	0.535198
MAP7	PEX7	Type 0	0.992983	0.992983
LGALS4	PEX7	Type 0	0.214872	0.214872
TMPRSS2	PEX7	Type 0	0.330163	0.330163
PEX7	GSTT1	Type 0	0.285486	0.285486
PEX7	MAP3K5	Type 0	0.234136	0.234136
PEX7	SLC2A6	Type 0	0.216641	0.216641
PEX7	SARDH	Type 0	0.293333	0.293333
PEX7	C6orf64	Type 0	0.801969	0.801969
LUM	DCN	Type 0	0.480774	0.480774
COL1A2	DCN	Type 0	0.398938	0.398938
DCN	LUM	Type 0	0.519226	0.519226
B3GNT3	KIAA1024	Type 0	0.295748	0.295748
C19orf33	KIAA1024	Type 0	0.281882	0.281882
MARVELD2	KIAA1024	Type 0	0.990221	0.990221
PCP4	ZP3	Type 0	0.299674	0.299674
PCDHGA4	ZP3	Type 0	0.255040	0.255040
LOC89944	ZP3	Type 0	0.702818	0.702818
PCDHGA5	ZP3	Type 0	0.295928	0.295928
GARNL4	ZP3	Type 0	0.314275	0.314275
ACTR3B	ZP3	Type 0	0.316901	0.316901
KIAA0895	ZP3	Type 0	0.300571	0.300571
POMZP3	ZP3	Type 0	0.510611	0.510611
ZP3	POMZP3	Type 0	0.489389	0.489389
RNF125	TJP2	Type 0	0.992749	0.992749
CNKSR1	TJP2	Type 0	0.234990	0.234990
MARVELD2	TJP2	Type 0	0.317207	0.317207
TJP2	DPP4	Type 0	0.452257	0.452257
TJP2	PCDH9	Type 0	0.302339	0.302339
PECI	SIRT4	Type 0	0.360487	0.360487
APBB1	SIRT4	Type 0	0.294768	0.294768
LOC728705	SIRT4	Type 0	0.251629	0.251629
CALML4	SELS	Type 0	0.353008	0.353008
UNC13B	SELS	Type 0	0.299901	0.299901
DHCR7	SELS	Type 0	0.235729	0.235729
XBP1	SELS	Type 0	0.277570	0.277570
ENTPD6	SELS	Type 0	0.272861	0.272861
SELS	TRIM14	Type 0	0.287179	0.287179
SELS	XBP1	Type 0	0.213084	0.213084
RPL22L1	NR4A1	Type 0	0.270292	0.270292
ABCC3	ZC3H12A	Type 0	0.662343	0.662343
TBC1D2	ZC3H12A	Type 0	0.206535	0.206535
IL4R	ZC3H12A	Type 0	0.400668	0.400668
EPS8L2	ZC3H12A	Type 0	0.372997	0.372997
IRF1	ZC3H12A	Type 0	0.533099	0.533099
MAP3K8	ZC3H12A	Type 0	0.491208	0.491208
ZC3H12A	SAA2	Type 0	0.320636	0.320636
ZC3H12A	CITED1	Type 0	0.521592	0.521592
ZC3H12A	A4GALT	Type 0	0.276106	0.276106
ZC3H12A	KHDRBS3	Type 0	0.962079	0.962079
ZC3H12A	IL4R	Type 0	0.591410	0.591410
ZC3H12A	TMEM154	Type 0	0.299896	0.299896
ZC3H12A	SAA1	Type 0	0.222757	0.222757
ZC3H12A	HLA-G	Type 0	0.309265	0.309265
ZC3H12A	ADAM8	Type 0	0.394590	0.394590
ZC3H12A	GSTA4	Type 0	0.668013	0.668013
ZC3H12A	IL20RB	Type 0	0.257552	0.257552
ZC3H12A	IRF1	Type 0	0.380639	0.380639
ZC3H12A	TSPAN2	Type 0	0.294348	0.294348
ZC3H12A	MAP3K8	Type 0	0.508793	0.508793
ZC3H12A	MXI1	Type 0	1.000000	1.000000
ZC3H12A	ACN9	Type 0	0.998187	0.998187
